Dy,BART,BARTp,BARTpadj,CCT,CCTn,CCTnadj,CCTr,CCTradj,DFEss,DFEr,DFEre,DFD,DFDr,LOT,LOTr,LOTcv,MPL,MPLr,MT,MTr,VRTTT,GABS,SOEP,SOEPdri,SOEPfin,SOEPrec,SOEPocc,SOEPhea,SOEPsoc,Deth,Dinv,Dgam,Dhea,Drec,Dsoc,Deth_r,Dinv_r,Dgam_r,Dhea_r,Drec_r,Dsoc_r,Deth_b,Dinv_b,Dgam_b,Dhea_b,Drec_b,Dsoc_b,PRI,PRIw,BIS1att,BIS1mot,BIS1ctr,BIS1com,BIS1per,BIS1ins,BISa,BISm,BISn,BIS,SStas,SSexp,SSdis,SSbor,SSSV,age,sex,loc,ses,ses_moth,ses_fath,sibl,sibl_y,sibl_o,birthrank,edu,income,NUM,MUpc,OSpcL,SSpcL,SSTM,WMC,NEO_A,NEO_C,NEO_E,NEO_N,NEO_O,STAI_trait,gen_valence,gen_arousal,gen_arouspos,gen_arousneg,gen_happy,gen_afraid,gen_sad,gen_angry,gen_motivat,gen_concentr,gen_timepr,gen_tired,pre_valence,pre_arousal,pre_arouspos,pre_arousneg,pre_happy,pre_afraid,pre_sad,pre_angry,pre_motivat,pre_concentr,pre_timepr,pre_tired,mid1_valence,mid1_arousal,mid1_arouspos,mid1_arousneg,mid1_happy,mid1_afraid,mid1_sad,mid1_angry,mid1_motivat,mid1_concentr,mid1_timepr,mid1_tired,mid2_valence,mid2_arousal,mid2_arouspos,mid2_arousneg,mid2_happy,mid2_afraid,mid2_sad,mid2_angry,mid2_motivat,mid2_concentr,mid2_timepr,mid2_tired,post_valence,post_arousal,post_arouspos,post_arousneg,post_happy,post_afraid,post_sad,post_angry,post_motivat,post_concentr,post_timepr,post_tired,ABCTEU_OS,ABCTEU_CS,ABCTEU_DEV,ABCTEU_BIC,ABCT4P_OS,ABCT4P_PW,ABCT4P_LA,ABCT4P_CS,ABCT4P_DEV,ABCT4P_BIC,ABCT6P_OSg,ABCT6P_OSl,ABCT6P_PWg,ABCT6P_PWl,ABCT6P_LA,ABCT6P_CS,ABCT6P_DEV,ABCT6P_BIC,ABCTRN_DEV,MPLEU_OS,MPLEU_CS,MPLEU_DEV,MPLEU_BIC,MPL4P_OS,MPL4P_PW,MPL4P_LA,MPL4P_CS,MPL4P_DEV,MPL4P_BIC,MPL6P_OSg,MPL6P_OSl,MPL6P_PWg,MPL6P_PWl,MPL6P_LA,MPL6P_CS,MPL6P_DEV,MPL6P_BIC,MPLRN_DEV,CCTEU_OS,CCTEU_CS,CCTEU_DEV,CCTEU_BIC,CCT3P_OS,CCT3P_PW,CCT3P_LA,CCT3P_DEV,CCT3P_BIC,CCT4P_OS,CCT4P_PW,CCT4P_LA,CCT4P_CS,CCT4P_DEV,CCT4P_BIC,CCT6P_OSg,CCT6P_OSl,CCT6P_PWg,CCT6P_PWl,CCT6P_LA,CCT6P_CS,CCT6P_DEV,CCT6P_BIC,CCTRN_mp,CCTRN_DEV,CCTRN_BIC,BARTRN_pm,BARTRN_DEV,BARTRN_BIC,BART1_OS,BART1_alpha,BART1_mu,BART1_LA,BART1_CS,BART1_DEV,BART1_BIC,BART3_OS,BART3_alpha,BART3_mu,BART3_CS,BART3_DEV,BART3_BIC
42,44.43,44.43,52.78,503,503,193,0.23686497,0.32895457,68.5,0.62,0.75,0.375,0.375,0.46,0.46,0.24,3,3,0.7176616915422885,0.7176616915422885,6.5,1,4,4,4,6,7,7,8,2.75,1.25,1.5,3.375,2.5,3.875,3.375,2.75,3.25,3.25,3.375,1.75,3.125,2.25,1.25,2.625,2.5,3.25,5,19,13,17,15,14,9,6,19,26,29,74,18,17,17,11,63,22,0,1,6,7,7,1,0,1,2,2,1,4,0.8777777777777778,0.9416666666666667,0.9166666666666666,0.8035714285714286,1.3338283675186693,NA,NA,NA,NA,NA,NA,60,35,59,20,80,30,40,20,58,46,73,69,74,30,65,0,70,10,35,0,61,80,10,76,69,60,80,19,80,55,20,0,64,78,55,35,80,33,65,0,76,0,0,0,65,69,43,55,40,62,71,10,79,0,30,55,65,71,66,30,0.67942204,1.8005259,23.526492,31.350538,0.6814852,0.99225959,0.98330109,1.8089152,23.519334,39.167426,0.61144391,0.73781278,0.96473998,1.0495891,0.49381629,2.7182159,23.177998,46.650136,69.314718,0.46938103,2.2442695,51.220992,59.600301,0.79630123,0.5539648,1.5299754,10,4.7984649,21.557084,0.75592582,0.80473624,0.60330164,0.53806085,1.2403231,10,4.7039247,29.841853,91.495428,0.25854587,10,255.8866,264.74823,0.21125761,0.65170314,0.17296201,159.53879,172.83124,0.21125444,0.65167339,0.17295218,10,159.53879,177.26206,0.22288198,2.4337524,0.87737928,1.6104814,10,10,150.64962,177.23452,0.95992998,176.25963,180.69045,0.96754947,529.39827,532.79947,1.6668391,119.58825,121.14203,0.088839143,8.2028603,125.80206,142.80805,0.68963115,354.16406,358.43438,0.20454873,118.54652,132.15131
39,28.33,28.33,29.92,582,582,303,0.26621671,0.37858353,18.25,0.5,0.57,0.5,0.5,0.5,0.5,0.56,6,6,0.783582089552239,0.783582089552239,9.85,1,7,6,2,9,3,4,7,2.25,1,1.25,3.5,4.375,3,2.625,3,3.25,2.375,2.625,1.75,3.375,2.75,2.25,2.375,4.375,3.375,3,14,10,17,16,11,8,6,16,25,27,68,19,19,18,14,70,22,1,1,6,7,8,2,0,2,3,2,2,2,0.7433333333333333,0.7064285714285714,0.6665079365079365,0.9553571428571429,0.5763912529877038,NA,NA,NA,NA,NA,NA,45,35,56,43,41,10,20,60,65,80,40,62,53,10,20,0,15,0,20,13,70,75,0,64,57,27,41,44,49,0,21,54,31,58,0,84,30,69,21,69,29,0,33,75,21,31,0,100,24,42,61,62,60,1,23,72,9,20,0,88,0.18554958,1.8319721,65.983756,73.807802,0.75743896,0.3832195,0.21891713,0.65891469,56.721143,72.369235,0.75097281,0.11091235,0.3627582,10,2.1984095,0.79765655,54.965155,78.437293,69.314718,0.97146399,0.39621636,33.903168,42.282477,0.44495491,10,0.74828309,3.5231927,26.677492,43.436111,0.36073057,0.77125513,9.9960359,9.5912315,0.096045781,5.8368575,25.512022,50.649951,91.495428,9.9321126e-4,3.4203272,286.77944,295.64107,0.047996354,0.1844681,0.43430045,207.07252,220.36497,0.04801196,0.18448663,0.43428868,10,207.07252,224.79578,0.012490933,0.1360976,0.23077799,5.9590388e-10,0.71788285,10,205.03917,231.62407,0.95566294,221.04785999999999,225.47868,0.95373725,421.19048,424.59167,1.1108947,18.479113,18.710348,1.7397348,8.6318082,144.08785,161.09384,0.38593883,130.459,131.87172,0.24974353,149.87244,163.47723
31,39.7,39.7,43.76,683,683,106,0.31268903,0.85483871,40.5,0.5,0.5,0.625,0.625,0.6,0.6,0.34,6,6,0.7587064676616915,0.7587064676616915,10.25,1,8,7,3,8,8,8,8,2.75,2,1.5,2.875,1.875,4.125,3.5,3.5,3.75,3.625,4.125,2.25,4.25,3,3.25,2.5,2.875,4.25,6,26,13,20,17,13,10,10,23,30,30,83,15,20,18,14,67,24,0,1,5,5,5,2,2,0,1,2,2,3,0.54,0.7162698412698413,0.6719047619047619,0.7142857142857143,-0.276158524410028,NA,NA,NA,NA,NA,NA,87,73,80,20,80,29,19,12,77,41,24,30,23,31,21,10,58,10,70,20,70,69,9,40,40,62,38,28,39,37,40,25,75,62,18,62,62,63,19,10,39,10,40,15,60,10,20,78,60,21,22,18,38,15,29,21,21,21,17,74,1.13895,0.045060458,55.062656,62.886702,0.58823609,3.2607673,0.56971584,0.64027927,46.766506,62.414598,0.1714205,0.94731108,9.0039918,1.7976665,0.0085160515,10,42.505967,65.978105,69.314718,0.50952275,1.6824547,53.35997,61.739279,1.0403483,0.78374886,1.8586843,2.9655667,9.842787,26.601406,1.1749823,1.2410907,0.24124475,1.6717037,1.1188148,7.2733299,9.7903532,34.928282,91.495428,5.392764e-10,4.5874427,203.38938,212.25101,0.035726175,0.29829821,6.5476902e-10,45.627914,58.920364,0.03573176,0.29830374,1.1085965e-10,10,45.627914,63.351181,0.027472575,6.4706989,0.30745321,1.7710996,10,10,44.267042000000004,70.851943,0.99417702,49.144984,53.575801,0.97905745,310.74778,314.14897,0.96783673,18.982523,19.234753,1.2722821,9.9279983,119.44886,136.45485,0.84365122,20.409963,20.409964,0.17947087,119.63035,133.23513
30,32.27,32.27,35.18,332,332,188,0.14882149,0.13094804,21.88,0.5,0.5,0.25,0.25,0.46,0.46,0.28,2,2,0.7300995024875621,0.7300995024875621,9,0,3,1,2,3,4,5,4,1.75,2,1.25,2.125,1.625,3,3.75,4.25,4.75,3.75,3.75,2.25,2.75,2.25,1.75,1.75,2,3.125,5,10,13,13,17,10,8,8,21,21,27,69,12,15,12,12,51,20,0,1,4,4,3,1,1,0,1,2,0,4,0.77,0.8132539682539682,0.821031746031746,0.8125,0.7834111907520495,NA,NA,NA,NA,NA,NA,71,40,80,56,61,67,40,55,66,41,36,61,81,20,22,0,71,3,6,2,66,66,21,58,39,55,38,59,45,40,53,58,55,64,20,28,80,33,63,1,70,28,0,1,83,81,1,0,63,60,65,9,66,31,4,8,41,56,67,10,0.61457755,0.844631,48.561609,56.385655,0.78435072,0.73986284,1.2836556,0.47777074,45.747732,61.395824,0.82698859,0.75231387,0.74260853,0.73927324,1.8794991,0.38290956,45.694606,69.166744,69.314718,0.61823313,0.85354883,56.379045,64.758354,0.6105045,0.28475259000000003,1.1692603,5.5606108,20.490449,37.249068,0.50754115,0.58271983,0.5131347,2.7433611e-12,0.89873141,9.628476,17.68773,42.825658,91.495428,0.35190213,10,263.46826,272.3299,0.24220276,0.5114799,0.75045561,254.95415,268.2466,0.24218843,0.51142613,0.7504459,10,254.95415,272.67741,0.13802655,0.46262951,0.7590414,0.2428935,1.823334,9.5034488,235.86236,262.44726000000003,0.8713929,292.40512,296.83593,0.95868462,449.88017,453.28137,0.73829052,569.57814,576.06258,5.183487,9.9853344,148.53298,165.53897,0.52227722,596.0678,603.10207,0.19914644,147.4745,161.07929
28,30.9,30.9,30,264,264,42,0.13418261,0.044173607,22.88,0.88,0.88,0.875,0.875,0.64,0.64,0.44,3,3,0.7313432835820894,0.7313432835820894,8.4,1,7,1,1,9,7,1,7,1.625,2,2.75,2.75,3.5,3.5,3.625,2,3,3.5,2.625,1.5,2.875,3.25,2.25,1.25,4.125,3.5,3,17,7,15,16,10,9,5,12,24,26,62,20,20,15,15,70,26,1,1,6,7,5,2,0,2,3,2,2,2,0.8944444444444445,0.7753174603174603,0.6984920634920635,0.9196428571428571,1.021366819760916,NA,NA,NA,NA,NA,NA,79,59,31,0,69,30,59,0,75,31,0,16,79,39,71,0,70,0,0,0,79,79,0,0,81,79,81,0,81,0,0,0,100,100,20,0,77,61,60,0,60,0,0,0,81,80,0,0,80,20,79,0,79,0,0,0,81,79,0,55,1.1835601,0.015880759,64.262207,72.086253,1.8796225,0.39772153,0.20313295,0.0020771048,59.266237,74.914329,1.8773089,1.234613,0.35709649,0.85184033,10,0.0026319817,52.713694,76.185832,69.314718,0.49512743,1.7130184,55.172861,63.552171,0.69088473,0.43817827,1.3952691,4.0120493,19.364647,36.123265,0.63024128,1.0909469,0.92803161,0.14834189,0.22774101,10,5.7101993,30.848128,91.495428,0.42370964,10,249.59672,258.45835,0.23025507,0.29689165,0.52017042,212.49372,225.78618,0.23022321,0.29685942,0.52024349,10,212.49372,230.21699,0.065855528,0.69499601,0.41709819,7.1076478e-12,2.4305517,10,145.5536,172.1385,0.87129936,232.66315,237.09396,0.97082795,451.98324,455.35054,0.62671359,966.61768,969.86613,10,6.0393667,174.11063,190.9471,0.36743861,2609.9383,2618.9387,0.063636487,172.94319,186.41237
51,34.8,34.8,37.08,526,526,172,0.25096315,0.37162176,31.12,0.62,0.5,0.5,0.5,0.62,0.62,0.36,2,2,0.7487562189054725,0.7487562189054725,9.72,1,7,4,6,9,7,5,8,2.75,2,2.5,3.75,4.375,3.5,3,4,4,3.125,3.125,1.75,3,3.5,3.25,1.625,3.125,2.875,4,22,10,18,18,10,7,5,15,25,28,68,19,18,16,13,66,23,1,1,4,4,4,2,1,1,2,2,2,1,0.47444444444444445,0.7211904761904762,0.655079365079365,0.8035714285714286,-0.3162102003036703,NA,NA,NA,NA,NA,NA,88,29,71,31,77,33,19,38,69,60,30,61,75,31,70,1,81,22,1,1,79,69,31,58,80,59,70,1,78,3,0,2,80,81,11,30,71,31,36,24,54,3,12,31,60,39,33,34,71,22,46,47,71,5,12,21,29,15,6,68,0.91402099,0.13103784,54.213437,62.037483,3.4764907,0.81770056,0.12632898,1.612638e-6,52.027086,67.675178,2.8126858,2.0167497,0.69473994,1.2017588,10,4.4665027e-5,47.340631,70.812769,69.314718,0.36547152,6.5378289,36.333828,44.713138,0.62084681,0.66494401,1.386259,10,4.7263957,21.485015,0.80188401,0.70302053,0.35048687,1.3699601,1.8869355,10,2.4007705,27.538699,91.495428,0.12428089,5.8765873,255.73909,264.60072,0.12020209,0.37647989,0.27059836,142.51051,155.80296,0.12022334,0.37654271,0.27056413,10,142.51051,160.23378,0.050931897,0.55073703,0.54423547,5.4800608e-12,1.1459103,10,135.54876,162.13366,0.96691844,158.10652,162.53734,0.9539811,510.97162,514.37281,0.81794184,86.788037,86.590537,7.7246916,9.7428081,169.04159,186.04758,0.26647789,143.19156,143.41249,0.19602706,157.86419,171.46898
32,33.67,33.67,33.47,279,279,104,0.14402612,0.090150024,49.62,0.5,0.43,0.375,0.375,0.56,0.56,0.48,2,2,0.7412935323383085,0.7412935323383085,8.79,1,4,6,1,4,2,7,7,2.75,1,1,3,3.125,3,3,3.25,4.5,3.5,2.625,1.625,4.125,2.25,1.75,2.25,3.875,3.625,3,16,10,15,15,14,7,5,15,22,29,66,18,16,19,14,67,23,1,1,5,8,8,3,0,3,4,2,2,1,0.5822222222222222,0.7610317460317461,0.6785714285714286,0.8125,0.044716173147571966,NA,NA,NA,NA,NA,NA,90,35,51,0,81,6,11,52,80,76,75,24,100,0,66,0,79,0,0,0,92,100,0,19,23,73,20,33,24,0,62,80,34,75,66,56,28,66,0,73,11,9,48,75,43,28,85,65,73,0,59,0,71,0,0,0,39,39,0,59,1.0181724,0.050644586,61.096619,68.920666,1.1221565,0.54752322,1.645069,0.058287109,55.615506,71.263598,1.3914706,1.0270236,0.79721678,0.45597513,10,0.021529534,48.777056,72.249194,69.314718,0.61513693,0.074591638,90.694686,99.073996,0.83709229,0.33665867,2.2224733,10,3.4381585,20.196777,0.87207442,0.82851123,0.29108422,0.39776687,2.6766755,10,2.7419237,27.879852,91.495428,0.43451141,10,263.65503,272.51666,0.25284151,0.26991284,0.34871244,213.17027,226.46272,0.25283443,0.26986965,0.34863715,10,213.17027,230.89354,0.23653934,0.79912988,0.86884275,2.3236246e-10,1.3205403,10,176.43427,203.01917,0.87736576,236.6907,241.12151,0.98527891,291.81934,295.22054,0.58374713,39.27629,39.065087,9.9999996,7.7829003,158.68324,175.68923,0.55700798,154.8844,155.55742,0.084971761,159.24824,172.85303
31,29.37,29.37,30.15,435,435,194,0.18177592,0.14431123,30.38,0.38,0.43,0.5,0.5,0.4,0.4,0.34,5,5,0.75,0.75,7.02,0,4,2,2,5,4,5,8,2.25,1,1,3.25,2.75,3.5,2.75,3.25,3.75,2.375,2.625,1.5,1.75,1.75,1,1.375,2.375,3.25,5,25,8,15,15,11,8,7,15,23,26,64,16,18,16,16,66,21,0,1,5,6,6,1,1,0,1,2,0,1,0.2922222222222222,0.6118253968253968,0.41365079365079366,0.875,-1.1500026397318814,NA,NA,NA,NA,NA,NA,89,60,61,41,69,31,19,21,78,69,69,31,59,31,31,0,60,29,0,0,59,69,0,81,45,70,69,67,41,2,10,57,89,78,22,19,42,43,30,39,70,0,0,61,31,19,0,100,78,10,29,20,61,0,0,0,29,22,71,80,0.90178537,0.21025649,46.466848,54.290894,0.82429851,0.94404907,2.4756243000000002,0.32341978,37.149469,52.797561,0.76843933,0.90413391,0.7384055,1.0192295,1.0355465,0.57886927,35.276629,58.748767,69.314718,0.61716166,0.90819575,54.741513,63.120823,0.62807749,0.37390469,1.1374221,1.9415776,42.542515,59.301134,0.52832902,0.71921389,0.76113319,3.7977732e-10,0.55988571,3.1799583,40.029736,65.167664,91.495428,0.26334047,10,228.76275,237.62438,0.20196447,0.65405207,0.84403335,224.28789,237.58034,0.20197099,0.6540958,0.84404251,10,224.28789,242.01115,0.12141126,0.42188745,1.1598239,0.36667783,2.0676526,10,208.31616,234.90106,0.90437191,303.39826,307.82908,0.9594899,452.05225,455.45345,1.4505063,0.01970376,0.020932796,0.1677018,5.4014043,161.84274,178.84872,0.68391849,1139.4179,1150.4609,0.094066295,164.71363,178.31842
34,50.9,50.9,56.43,450,450,171,0.21045046,0.26902861,29.25,0.75,0.43,0.5,0.5,0.38,0.38,0.34,3,3,0.7475124378109455,0.7475124378109455,8.54,1,5,1,2,8,8,5,4,1,1.25,1,3.875,2.875,2.625,3.625,2.25,2,3.75,2.875,2.25,1.5,1.75,1,1.25,2.75,3.25,6,31,9,13,12,13,7,6,15,20,25,60,16,17,15,11,59,24,0,1,7,8,9,5,0,5,6,1,2,2,0.12555555555555556,0.7646825396825396,0.5872222222222222,0.7142857142857143,-1.3575826589892819,NA,NA,NA,NA,NA,NA,62,49,65,0,53,0,4,10,77,69,86,20,74,10,11,0,50,0,0,0,70,80,0,59,61,30,40,0,53,0,1,0,81,67,0,80,67,20,58,1,64,0,0,0,87,87,0,53,43,6,0,0,46,0,0,0,12,9,84,75,1.392056,0.022155271,46.460714,54.28476,1.1912221,0.90944737,2.8017502,0.087334233,28.229181,43.877273,1.2423798,1.1824936,0.9844695,0.88089875,3.9378693,0.066237227,27.782368,51.254506,69.314718,0.37994646,1.9314843,69.087722,77.467031,0.66354443,0.57225999,1.7803714,9.5063272,8.4846092,25.243228,0.95940298,0.8249267,0.34616424,1.1234523,3.4039811,10,3.0751549,28.213083,91.495428,0.1587958,6.446593,240.80385,249.66548,0.087689809,0.25949663,0.41375112000000003,170.19319,183.48564,0.11873834,1.0936525,2.1422913e-9,5.5668483,170.42183,188.1451,0.062830922,6.9416341,1.2439726,0.65467787,10,4.9195453,166.60554,193.19044,0.95138189,183.94868,188.3795,0.9906249,407.88047,411.28166,0.75655611,2.8332532,2.0112521,3.3012626,9.9913024,114.30217,131.30815,0.87713441,66.889153,66.889153,0.10800489,113.40199,127.00678
29,40.3,40.3,44.44,614,614,193,0.28317185,0.47006655,29.38,0.75,0.57,0.625,0.625,0.54,0.54,0.34,3,3,0.7462686567164181,0.7462686567164181,6.19,1,5,5,4,7,4,7,4,1.5,2.5,1,2.875,1.625,3.5,3.75,3.25,4,3.375,3.875,2.25,2.625,2.5,1.25,2.125,1.625,3.25,3,15,11,13,13,12,7,7,18,20,25,63,18,15,14,14,61,24,1,1,7,5,3,2,2,0,1,2,2,2,0.4022222222222222,0.768015873015873,0.5886507936507936,0.7142857142857143,-0.6766102784323833,NA,NA,NA,NA,NA,NA,59,60,40,60,40,21,21,61,79,60,70,79,60,40,79,21,60,10,10,1,80,71,70,79,70,80,30,39,53,9,10,30,30,41,0,69,47,55,22,60,48,21,2,56,31,30,10,80,30,70,21,78,40,0,11,72,30,2,69,85,0.62068868,1.8519578,30.878943,38.702989,0.63504152,0.98259609,0.78719838,2.0410119,30.261996,45.910088,1.0492821,0.51233455,1.0520591,0.87684314,10,0.39377355000000003,24.42968,47.901818,69.314718,0.35014482,3.008805,62.210212,70.589521,0.62546696,0.67816168,1.7143568,10,7.580023,24.338642,0.95939975,0.82492432,0.34615732,1.3963461,3.1959433,10,3.0751523,28.213081,91.495428,0.035941562,4.4599127,249.55758,258.41922,0.064662301,0.22144296,0.17443618,127.6011,140.89355,0.064658456,0.22145384,0.17446827,10,127.6011,145.32436,0.047462339,2.2053786,0.25407067,1.0380287,3.1526301,8.9825998,122.56099,149.14589,0.97770913,134.18307,138.61389,0.97393795,426.33892,429.74012,1.1089645,12.613065,13.364579,0.82948949,9.2406146,132.84761,149.8536,0.82116235,69.836446,71.334285,0.12159663,140.95489,154.55968
36,27.33,27.33,28.38,502,502,225,0.2201365,0.26065789,11.62,0.38,0.5,0.375,0.375,0.44,0.44,0.34,3,3,0.7462686567164181,0.7462686567164181,7.49,1,2,2,1,3,4,3,2,2.375,1.75,1,1.625,1.75,3.25,3.875,3.75,5,4.375,4.125,2.75,2.25,1.75,1,1.625,1.75,2.875,4,12,11,10,8,12,9,5,16,19,20,55,11,16,12,12,51,21,0,1,4,5,7,1,0,1,2,2,2,1,0.5377777777777778,0.9234126984126985,0.883095238095238,0.9464285714285714,0.6545447180562487,NA,NA,NA,NA,NA,NA,69,22,67,43,76,73,51,22,89,88,76,74,79,22,71,15,74,15,20,9,75,94,8,55,70,76,70,34,74,13,14,27,84,85,17,13,58,78,41,64,63,8,19,25,31,64,77,67,49,29,23,68,46,19,64,44,17,50,73,83,1.1907378,0.092989877,36.000804,43.82485,1.1026932,1.0997347,1.2451203,0.12388031,34.966675,50.614767,1.2131726,1.0522887,0.85446958,1.2923293,2.1175506,0.095468874,31.693444,55.165582,69.314718,0.37203387,1.8858685,70.553314,78.932623,0.55949594,0.47765627,1.6103351,4.6044021,25.388882,42.147501,0.40684839,0.39900657,1.0435316,0.0068802943,1.9777822,10,22.141633,47.279561,91.495428,0.19498022,8.0989512,229.09829,237.95993000000001,0.082295344,0.31498583,0.58445222,191.0581,204.35055,0.082288688,0.31496188,0.58444647,10,191.0581,208.78137,4.1250336e-12,0.33746262,0.17876898,0.42156689,1.2725429,10,185.67685,212.26175,0.94537897,225.01959,229.45041,0.9593221,301.06427,304.46547,1.3410819,121.30601,133.10328,0.24686905,9.4690871,127.63204,144.63803,0.4181492,151.64728,153.82473,0.55543494,117.53133,131.13612
30,29.7,29.7,31.5,388,388,226,0.17398245,0.18165249,25.5,0.5,0.57,0.5,0.5,0.46,0.46,0.32,4,4,0.7562189054726369,0.7562189054726369,9.48,0,7,7,7,7,8,8,7,2.625,3,2.25,3.375,1.625,3.125,3.625,3,3.25,3.25,3.375,2.375,3.25,2,2.5,2.5,2.125,2.625,5,31,11,21,14,12,7,7,18,28,26,72,18,15,20,17,70,25,0,1,3,2,4,1,1,0,1,2,2,2,0.4688888888888889,0.856984126984127,0.6512698412698412,0.6785714285714286,-0.36649810033705277,NA,NA,NA,NA,NA,NA,78,70,79,31,71,20,30,42,88,71,58,32,58,80,69,81,70,71,31,72,80,79,70,22,69,78,74,81,71,79,28,78,83,70,80,15,70,21,74,30,68,20,29,70,54,56,70,31,68,25,61,30,58,25,26,29,25,41,58,57,1.2147361,0.10610917,31.245632,39.069678,0.94200282,1.1980361,1.867293,0.52694928,18.855127,34.503219,1.0301778,0.92947045,1.1210006,1.2247874,2.9347759,0.35229032,18.504783,41.976921,69.314718,0.41218445,2.0885216,62.706164,71.085474,0.4007531,0.66532515,1.0139841,2.7189707,61.994469,78.753088,0.30099039,1.1052489,1.2925525,7.9459606e-10,0.031453947,5.2567195,56.604226,81.742155,91.495428,0.075012654,3.8342213,267.18878,276.05042,0.053166924,0.21315531,0.7647821,242.48776,255.78021,0.053143352,0.21313112,0.76483154,10,242.48776,260.21103,0.022362493,0.055200275,0.30127356,2.7452485e-11,0.96654493,10,241.1844,267.7693,0.90023933,279.78182,284.21264,0.96528447,356.12454,359.52573,0.86858019,32.296133,33.121194,2.8341847,9.0491004,148.87721,165.8832,0.60727533,115.48891,117.59474,0.17213389,153.22122,166.82601
35,35.13,35.13,37.11,491,491,239,0.22565605,0.29263914,20.75,0.62,0.67,0.75,0.75,0.54,0.54,0.32,2,2,0.736318407960199,0.736318407960199,8.88,0,9,2,7,3,10,9,11,3.75,1,1,3.875,2.75,3.875,1.625,2.25,3,1.625,2.75,1,4,1.25,1,2.75,1.875,3.625,4,23,7,19,17,13,13,4,11,32,30,73,14,20,19,16,69,27,0,1,6,6,5,1,1,0,1,2,0,2,0.25222222222222224,0.5981746031746031,0.36587301587301585,0.7142857142857143,-1.588230785762372,NA,NA,NA,NA,NA,NA,100,10,89,10,88,20,0,0,79,70,0,21,71,0,39,1,59,0,0,0,61,31,0,89,91,65,75,69,87,0,0,0,88,92,0,67,41,32,6,8,29,1,2,9,10,14,1,88,74,11,13,17,67,0,8,3,6,2,82,77,0.93560563,0.25061451,40.746536,48.570582,0.98440792,0.93982503,1.2872961,0.1952256,40.015848,55.66394,0.88316342,1.0167407,0.85740398,1.0351642,0.5956231,0.34518236,39.239955,62.712093,69.314718,0.519732,2.3901321,41.316359,49.695669,0.59360346,0.40649019,1.1563801,5.7774765,19.459622,36.218241,0.67179422,1.1352018,0.38838912,0.62977285,0.15478699,8.8978528,11.165715,36.303643,91.495428,7.0159545e-10,3.2100449,268.63435,277.49599,0.025369553,0.14041816,0.48531503,207.31089,220.60334,0.025378785,0.14042721,0.48529454,10,207.31089,225.03415,0.011906641,2.034424,0.19343518,2.0184296,10,5.9173124,203.86196,230.44686,0.94605395,217.96464,222.39546,0.97571424,479.97371,483.37491,0.83631918,4.4520519,3.8934514,3.7819447,9.9668622,124.26855,141.27453,0.47970696,59.409629,59.409631,0.22862356,121.88720000000001,135.49199
30,39.57,39.57,45,301,301,208,0.14565609,0.17017899,38.5,0.38,0.14,0.25,0.25,0.54,0.54,0.22,2,2,0.7624378109452735,0.7624378109452735,10.34,1,6,1,2,1,10,7,6,1.5,2.75,1,1.625,1.375,4.25,4.5,3.75,5,4.375,4.125,2.25,1.375,2.25,1,1.125,1.125,3.125,3,13,13,23,15,11,8,7,20,31,26,77,13,16,14,14,57,28,0,1,3,4,2,2,0,2,3,2,2,0,0.35,0.6976190476190476,0.6420634920634921,0.7142857142857143,-0.807688259311842,NA,NA,NA,NA,NA,NA,87,72,70,20,85,65,56,35,74,39,65,50,59,50,70,30,60,80,55,40,90,100,10,66,45,61,49,46,48,60,57,52,85,86,19,0,71,39,17,0,73,30,0,12,71,74,0,0,90,28,38,27,85,0,15,0,9,0,0,67,0.76340717,0.41298815,50.427742,58.251788,0.44122798,1.3350354,1.9301553,1.3449122,48.807191,64.455283,1.036872,0.54334628,0.79616635,1.3161655,10,0.14268168,44.87291,68.345048,69.314718,0.47483797,4.4929822,30.469618,38.848927,0.68254972,0.53962265,1.2212893,10,4.576739,21.335358,0.882599,0.94520854,0.28289084,1.2416419,0.81745001,10,2.7441571,27.882086,91.495428,7.332418e-10,2.2330654,280.93935,289.80098,0.062647488,0.15267147,0.68079573,252.51975,265.8122,0.06265491,0.15268647,0.68079631,10,252.51975,270.24302,0.026130103,0.098363984,0.19007249,0.019747164,0.89868893,10,251.76096,278.34586,0.86995417,267.45563,271.88645,0.96447307,699.75969,703.16088,0.66079324,234.41135,235.48247,8.4014251,9.760471,149.92183,166.92782,0.45444368,333.29969,334.89388,0.1274362,146.99361,160.59839
